id_agence,nom_agence,ville,quartier,adresse,telephone,email,code_agence,date_ouverture
457,agence agdal,tanger,sidi moumen,186 rue baroudi sidi moumen tanger maroc,521532862,contact457banquema,ag0457,2014-09-14
458,agence oasis,kenitra,oasis,30 rue naciri oasis kenitra maroc,520389380,contact458banquema,ag0458,2009-12-15
459,agence mabella,ttouan,hay riad,254 rue fassi hay riad ttouan maroc,524909612,contact459banquema,ag0459,2013-06-16
460,agence centrale,tanger,tachfine,287 rue fassi tachfine tanger maroc,524790971,contact460banquema,ag0460,2017-10-28
461,agence gueliz,tanger,tabriquet,252 rue zerouali tabriquet tanger maroc,524561727,contact461banquema,ag0461,2009-05-05
462,agence agdal,oujda,oasis,295 rue zerouali oasis oujda maroc,524277210,contact462banquema,ag0462,2014-05-06
463,agence gueliz,kenitra,tabriquet,110 rue lahlou tabriquet kenitra maroc,529052346,contact463banquema,ag0463,2011-06-26
464,agence centrale,kenitra,tabriquet,282 rue fadili tabriquet kenitra maroc,525462358,contact464banquema,ag0464,2018-05-26
465,agence sidi maarouf,fes,ain sebaa,294 rue elkhatib ain sebaa fes maroc,526526187,contact465banquema,ag0465,2009-06-22
466,agence gueliz,oujda,mdina,45 rue elidrissi mdina oujda maroc,527423952,contact466banquema,ag0466,2015-01-13
467,agence tabriquet,temara,tabriquet,156 rue tahiri tabriquet temara maroc,527424633,contact467banquema,ag0467,2007-02-05
468,agence oulfa,rabat,sidi moumen,271 rue alaoui sidi moumen rabat maroc,528429827,contact468banquema,ag0468,2014-04-25
469,agence agdal,marrakech,yacoub el mansour,141 rue maaroufi yacoub el mansour marrakech maroc,525951888,contact469banquema,ag0469,2023-10-31
470,agence sidi maarouf,casablanca,sidi moumen,207 rue elmansouri sidi moumen casablanca maroc,523595723,contact470banquema,ag0470,2025-02-27
471,agence sidi maarouf,temara,maarif,203 rue zahiri maarif temara maroc,520969015,contact471banquema,ag0471,2011-12-15
472,agence oasis,fes,hay riad,24 rue elmansouri hay riad fes maroc,529926955,contact472banquema,ag0472,2013-09-26
473,agence oasis,oujda,belvdre,202 rue naciri belvdre oujda maroc,522774944,contact473banquema,ag0473,2010-08-30
474,agence gueliz,agadir,bourgogne,114 rue jebari bourgogne agadir maroc,526011730,contact474banquema,ag0474,2019-06-11
475,agence sidi maarouf,agadir,ain sebaa,208 rue bennis ain sebaa agadir maroc,522966280,contact475banquema,ag0475,2009-04-06
476,agence sidi maarouf,rabat,gueliz,53 rue hariri gueliz rabat maroc,526524254,contact476banquema,ag0476,2015-07-19
477,agence tabriquet,casablanca,sidi marouf,121 rue elmansouri sidi marouf casablanca maroc,521065314,contact477banquema,ag0477,2016-01-31
478,agence gueliz,casablanca,ain sebaa,280 rue bennani ain sebaa casablanca maroc,525538452,contact478banquema,ag0478,2015-10-26
479,agence mabella,agadir,oasis,149 rue elalami oasis agadir maroc,520011605,contact479banquema,ag0479,2012-07-27
480,agence tabriquet,agadir,sidi moumen,31 rue touil sidi moumen agadir maroc,526750500,contact480banquema,ag0480,2007-03-16
481,agence mabella,agadir,yacoub el mansour,142 rue chouaib yacoub el mansour agadir maroc,529778414,contact481banquema,ag0481,2020-09-17
482,agence hay riad,rabat,tachfine,42 rue rguig tachfine rabat maroc,523124969,contact482banquema,ag0482,2024-08-01
483,agence gueliz,fes,agdal,174 rue bennani agdal fes maroc,529639398,contact483banquema,ag0483,2019-05-07
484,agence oulfa,oujda,mabella,161 rue moutawakil mabella oujda maroc,526858111,contact484banquema,ag0484,2012-10-16
485,agence oasis,temara,mabella,36 rue baroudi mabella temara maroc,520745151,contact485banquema,ag0485,2020-11-19
486,agence sidi maarouf,casablanca,tabriquet,155 rue fassi tabriquet casablanca maroc,528743174,contact486banquema,ag0486,2012-12-29
487,agence sidi maarouf,ttouan,hay riad,111 rue touil hay riad ttouan maroc,522198186,contact487banquema,ag0487,2008-11-07
488,agence hay riad,temara,oasis,206 rue elkhatib oasis temara maroc,523748441,contact488banquema,ag0488,2005-12-02
489,agence centrale,temara,mdina,162 rue tahiri mdina temara maroc,520434732,contact489banquema,ag0489,2006-04-29
490,agence tabriquet,fes,sidi moumen,174 rue naciri sidi moumen fes maroc,523238386,contact490banquema,ag0490,2023-06-25
491,agence centrale,temara,maarif,55 rue fadili maarif temara maroc,521150580,contact491banquema,ag0491,2009-06-15
492,agence sidi maarouf,fes,sidi marouf,151 rue naciri sidi marouf fes maroc,527813111,contact492banquema,ag0492,2022-03-04
493,agence sidi maarouf,rabat,ain sebaa,48 rue alaoui ain sebaa rabat maroc,529377399,contact493banquema,ag0493,2023-05-14
494,agence agdal,casablanca,oasis,47 rue bennis oasis casablanca maroc,529532887,contact494banquema,ag0494,2017-06-05
495,agence mabella,ttouan,agdal,98 rue alaoui agdal ttouan maroc,526269263,contact495banquema,ag0495,2010-12-27
496,agence hay riad,casablanca,bourgogne,183 rue bakkali bourgogne casablanca maroc,529656744,contact496banquema,ag0496,2010-02-20
497,agence oasis,rabat,tachfine,114 rue zerouali tachfine rabat maroc,526908592,contact497banquema,ag0497,2009-05-25
498,agence mabella,temara,yacoub el mansour,42 rue elmansouri yacoub el mansour temara maroc,528262026,contact498banquema,ag0498,2008-01-03
499,agence centrale,rabat,yacoub el mansour,4 rue elidrissi yacoub el mansour rabat maroc,525220882,contact499banquema,ag0499,2017-11-02
500,agence maarif,ttouan,gueliz,105 rue lahlou gueliz ttouan maroc,529370068,contact500banquema,ag0500,2023-12-26
